text	category	region	language	cultural_score	quality_score
"The elephant every time
it passes along
58
SANTAL FOLK-TALES,
the street
rubs itself against
the wall of my house, and being
angry, I said these
words"	housing	Unknown	Santali	2	1.3333333333333335
"[46] Santali AVCs exhibit split-doubled pattern: the lexical verb may index the object
argument, and the auxiliary verb may index the subject argument"	gender	Unknown	Santali	2	1.3333333333333335
"Bonodal (The Change)
(2016),[11][12][13][14][15][16][17][18] Nepal's first historic Santali feature film, was produced and directed by Kiran Khatiwada"	language	Unknown	Santali	2	1.3333333333333335
"85
Knowledge and experience in a Hazaribagh village
I shall now turn to a particular setting to show the place of indigenous knowl-
edge in local life"	social	Unknown	Santali	2	1.3333333333333335
"A hen’s 
egg is placed in one of the compartments 
and a fowl is sacrificed as a part of the rituals 
to ensure the healthy life of the village cattle"	gender	Unknown	Santali	2	1.3333333333333335
"If
she replies 'no', the boy's family will have to pay a small fine to the jog majhi of the girl's village, who
would take the girl back to her father"	gender	Unknown	Santali	2	1.3333333333333335
"Jairam Murmu informed
that a few months ago, a Santal girl became sick and
the wife of the Manjhi Haram  visited the house of
the sick girl to see her"	housing	Unknown	Santali	2	1.3333333333333335
"2009 
Linguistic analysis 
Linguistic study of the Santals 
Chakma, S 
2002 
Not specified 
Explores socio-cultural behavior of 
tribals 
Chowdhury, A"	customs	Unknown	Santali	2	1.3333333333333335
"1948 
Historical account 
Provides a historical perspective on 
Santals 
ILO 
2013 
Handbook 
Provides understanding of indigenous 
convention 
Iva, I"	customs	Unknown	Santali	2	1.3333333333333335
"The family do not use
their surname while telling their names until they need
to do so as they are not comfortable in showcasing
their tribal identity"	gender	Unknown	Santali	2	1.3333333333333335
"English language as  their medium of
instructions which should be intervened by
the local administration and local Community
Based Organisations (CBOs)"	gender	Unknown	Santali	2	1.3245033112582782
"The primary 
sources of information in existing studies are also unimpressive and lacking because Santals forget their tales, traditions, and 
cultures"	festival	Unknown	Santali	2	1.3245033112582782
"Administration of the community was primarily made the responsibility of the village headman,
or pradhan, who was also given the power to collect taxes"	social	Unknown	Santali	2	1.3245033112582782
"[15]
The Santal victory at Narayanpur boosted morale, with the Santals looting and burning villages along the
Rajmahal to Palassour road by 21 July 1855"	social	Unknown	Santali	2	1.3157894736842104
"To find the history of this  language  and literature , it is very necessary to know  the identity of the people 
who spoke this language many years ago"	language	Unknown	Santali	2	1.3157894736842104
"""
He
went to every house in the village
asking if
thej'^ had a foal to
sell, but none was to be had
; but at each
they
offered to sell
to him mare's eggs"	housing	Unknown	Santali	2	1.3071895424836601
"Above all, this research will help for the betterment of the condition of endangered Santal culture 
which will be beneficial for Bangladesh as a country"	gender	Unknown	Santali	2	1.3071895424836601
"He 
also wrote Santal Folktales which are the authentic folktales he had listened to and collected from his co-workers 
or from villagers around his area"	social	Unknown	Santali	2	1.3071895424836601
"When they enter into a new language system in the schools they have began 
to be separated from their own language and culture, ultimately social position"	customs	Unknown	Santali	2	1.2987012987012987
"Education among Santals: Most Santals are illiterate and unskilled landless labourers who earn a very meagre 
wage which is not sufficient to run a family"	gender	Unknown	Santali	2	1.2987012987012987
"Their 
work serves as a reminder of the importance of language preservation, cultural sensitivity, and community 
engagement in any development initiative"	gender	Unknown	Santali	2	1.2987012987012987
"The semantic patterning which translates this intimacy into words is sus-
tained by ritual practices, such as the annual hunt or pilgrimage to sacred
sites"	customs	Unknown	Santali	2	1.2903225806451613
"Individuals belonging to this community are 
mostly deprived of education and hence pass on traditions and customs 
orally from one generation to the other"	customs	Unknown	Santali	2	1.2903225806451613
"By 10 July, an estimated 10,000–
12,000 Santals were assembling near Jangipur, and the Aurangabad magistrate later claimed
they had occupied railway houses"	housing	Unknown	Santali	2	1.2903225806451613
"“The Seven Brothers and their Sister” [9] (Santali) is a Santhal folktale 
about how the brothers sacrifice their own sister just to get water from a 
tank"	language	Unknown	Santali	2	1.2903225806451613
"The Santal articulation of various memories dealing with real events
(itihas) and villages stories (gam kahini) evoke Dangi temporalization in western
India"	social	Unknown	Santali	2	1.282051282051282
"2 Present Condition of Santal Culture 
               Culture can be divided into two main sections, one is material culture another is non-material culture"	customs	Unknown	Santali	2	1.282051282051282
"There are even few libraries and research centers established by the Santal 
community to show the legacy of writings of few Christian missionaries for an e"	gender	Unknown	Santali	2	1.282051282051282
"[AB]
Marriages done by kesimek' involve very little ritual: Santal society has clearly defined roles for marriage,
and the choice of the couple is respected"	gender	Unknown	Santali	2	1.282051282051282
"Their huts have well raised plinths and spacious
verandas and are neat and well-polished by clay mixed
Culture change among the Santals
5
with charcoal dust"	customs	Unknown	Santali	2	1.282051282051282
"Interrelationship between Tribal and Non-Tribal
The Santals in this district (******Ref) reside
mostly in rural areas, and are illiterate or poorly
educated"	social	Unknown	Santali	2	1.282051282051282
"Changes Observed in Womenfolk
Though Santal women are enjoying much
freedom, however, not much importance are given to
their views and voices in the society"	gender	Unknown	Santali	2	1.282051282051282
"50 The result is narratives in which the Santals recast
their traditions as knowledge, institutions, and laws, constructing themselves
as a community (samaj)"	festival	Unknown	Santali	2	1.2738853503184715
"28
Two other languages, Saura and Ho, also developed
a script in the 1930s, but its use is today restricted
to a very limited number of publications in print"	language	Unknown	Santali	2	1.2738853503184715
"The Santals of this region especially the youths
are found to be inclined to consume local liquor other
than or parallel to their traditional home made drink"	housing	Unknown	Santali	2	1.2738853503184715
"As a result, new generation is 
continuing some practices what they have learnt from Bangla language where some 
exact explanations have already been excluded"	customs	Unknown	Santali	2	1.2658227848101267
"7 Scope and Limitation of the Study 
This research has made the Santal people aware of the importance of their own culture which is a must 
for their identity"	customs	Unknown	Santali	2	1.2658227848101267
"The influence of recent external political
structure and their residing with the non-tribals have
weakened, if not dismissed, their traditional governing
body"	festival	Unknown	Santali	2	1.2658227848101267
"1017/S0026749X2100024X Published online by Cambridge University Press
Santals are very conscious of the separateness of their language, which they
value highly"	customs	Unknown	Santali	2	1.257861635220126
"Indigenous knowledge is part of the practice of identity as a process and the
constitution of meaningful worlds, of schemes that have been wrought
historically"	customs	Unknown	Santali	2	1.257861635220126
"The characters of the script evoke the language of the branches as
practised by hunters,56 and use other strong similes, such as the basic postures
of the body"	language	Unknown	Santali	2	1.257861635220126
"” Rituals linked with 
the farming succession are celebrated all the year round, beside life-cycle rituals for birth, marriage and burial, 
are also celebrated"	farming	Unknown	Santali	2	1.257861635220126
"Mohapatra demonstrates how the “tradition bound, ritual based 
Santals negotiate degradation and poverty and redefine themselves in the emerging modernization”"	customs	Unknown	Santali	2	1.257861635220126
"This may be true to 
the extent that tribal women are permitted to travel to the market on their own, and as a result have greater 
control over their finances"	gender	Unknown	Santali	2	1.257861635220126
"org 
Santal Folktales as Mirror of Santal Identity 
Thadeus Hembrom 
Abstract: Santal folktale is one of the Santal people's oldest and most popular literature"	language	Unknown	Santali	2	1.257861635220126
""" 'First international platform for Santhali film- Dashrath Hansdah's
award-winning work to be screened at Nepal festival for indigenous
movies ' "" (https://web"	festival	Unknown	Santali	2	1.25
"Language has a great relation with education because 
through the policy and rules of education it changes the position or status of a 
community or its members"	gender	Unknown	Santali	2	1.25
"Sitakant 
Mahapatra‟s (1986) Modernization and Ritual Identity and Change in Santal Society, explains the dilemma of 
the Santals in the sub-continental context"	customs	Unknown	Santali	2	1.25
"So the study provides a deep understanding of their identity, increases Santals' interest in their 
literature, and inspires them to preserve ancient literature"	language	Unknown	Santali	2	1.25
"(b) In addition to these, the research is 
designed to ascertain as to how many languages do the Santals uses in their everyday 
communication with the outsiders"	customs	Unknown	Santali	2	1.2422360248447204
"Colonial transformations affected the discourse of the Santal rebellion lea-
ders, Sidhu and Kanhu, who in 1855 claimed a history and culture for their own
group"	customs	Unknown	Santali	2	1.2422360248447204
"Linguistically the Santals belong to what
has called the western most peripheral
representative of what is the Hawaiian type family
Santals of Rural Mayurbhanj
Dr"	gender	Unknown	Santali	2	1.2345679012345678
"4 Judicial System 
The Santal had an organized and traditional judicial system for the supervision and clarification of 
various tribulations inside their society"	festival	Unknown	Santali	2	1.2345679012345678
"During the interview, it is found that many Santals
whether they believed on witchcraft or not, said they
have a belief on witchcraft and witches (Siwakoti,
2015)"	customs	Unknown	Santali	2	1.2345679012345678
"In  this
qualitative paper the other studies in depth socio-cultural
background and changes of Santal or Scheduled Tribe
people from different published literature"	language	Unknown	Santali	2	1.2269938650306749
"Most of the Santals especially their young 
generations are now using Bangla language for purpose of reading, 
writing and speaking in their everyday communication"	language	Unknown	Santali	2	1.2269938650306749
"of Santali 
Pandit Raghunath Murmu Smriti Mahavidyalaya 
 
Abstract: The Santhal society is one of the oldest castes in India and the most prominent tribe in India"	language	Unknown	Santali	2	1.2269938650306749
"1 Introduction 
 
This study aims at finding out the problems of preservation of the Santal culture and tries to identify 
the solutions of the cultural subsidence"	customs	Unknown	Santali	2	1.2269938650306749
"24
 The preceding general remarks on tribal
education had to reach beyond the problem of
language, as language in education can not be
treated as an isolated issue"	customs	Unknown	Santali	2	1.2269938650306749
"Bengali, Oriya or Hindi; the
specific papers in a tribal (janjatiya) or regional
(khsetriya) language (Department of Regional and
Tribal Languages 1999-2000: 1-16)"	gender	West Bengal	Santali	2	1.2269938650306749
"Andrew Campbell was also one of the missionaries who resided in Santhal-dominated areas and contributed to 
the enhancement of the Santhali language and literature"	gender	Unknown	Santali	2	1.2269938650306749
"As far as health is concerned it has been
previously discussed that Santals has now grown a
belief towards medicines other than from medicinal
plants given by Ojha"	customs	Unknown	Santali	2	1.2269938650306749
"Modernization has led the Santal youths to follow the
foot prints of the non-tribal youths in modern
celebrations like birthday, marriage day, Valentine’s
Day, etc"	festival	Unknown	Santali	2	1.2269938650306749
"The higher social standard similar to other
non-tribal in the society is being accepted by this elite
class at the cost of sacrificing their own traditional
system"	festival	Unknown	Santali	2	1.2269938650306749
"Among the Santal there is as such no practice of dowry but there exist some kind of brideprice, which exist even today, 
the bride price differs from place to place"	customs	Unknown	Santali	2	1.2195121951219512
"To continue the work amongst the Santals may prove to be an 
increasingly difficult task as the impact of modernity has had a marked effect on the Santal 
community"	gender	Unknown	Santali	2	1.2195121951219512
"A clear analogy seems to exist between the belief and practice connected with birth and 
death, and there is a continuous complementary relationship between the two"	customs	Unknown	Santali	2	1.2195121951219512
"The tables are also explained and discussed methodologically to find out the actual situation of the Santal 
culture, the reasons behind it, and the recommendations"	gender	Unknown	Santali	2	1.2195121951219512
"The Santhals, as a 
community, are therefore seen in the 
context of their environment and 
ecology and their strong belief in the 
powers of the supernatural world"	gender	Unknown	Santali	2	1.2195121951219512
"The music is always created by using 
a range of indigenous musical 
instruments like the Tirio (a bamboo 
flute with seven holes), Tumdak, 
Tamak, Junko and Singha"	festival	Unknown	Santali	2	1.2195121951219512
"Scenes from everyday life such as a family 
(comprising of a father, mother and child), 
horse and elephant riders, and farmers 
driving carts are also very popular"	farming	Unknown	Santali	2	1.2195121951219512
"The earliest known written works in Santali date back to the
late 19th and early 20th centuries, with the efforts of Christian missionaries and Santal intellectuals"	language	Unknown	Santali	2	1.2195121951219512
"org/wiki/Santal_people
3/19
The Santal community, like the others of the region, was split between West Bengal in India and East Bengal in Pakistan during Partition"	gender	West Bengal	Santali	2	1.2195121951219512
"As a
rule, a Santal cannot marry a non-Santal and violation
of this rule is abhorrence for the Santals and is
considered a threat to their tribal unity and identity"	customs	Unknown	Santali	2	1.2195121951219512
"They have some traditional
social organizations, such as Manjhi Haºam system
which constitutes a village council (Mone Hoº),
headed by village headman (Majhi Haºam)"	festival	Unknown	Santali	2	1.2195121951219512
"‘In 
the absence of written documents, the traditional lore of the Santals is handed down orally, as 
we have seen, from generation to generation’ (Troisi  1976:141)"	festival	Unknown	Santali	2	1.2121212121212122
"Razzaque Sarker (2014) 
“The Santals did not have a written language until the twentieth century and it used Latin/Roman, Devnagri, 
Oriya and Bangla writing systems"	language	Unknown	Santali	2	1.2121212121212122
"[L]
The base of Santal society is a division between ""sibling"" (boeha) and ""guest"" (pera), a divide found in many other tribal societies of central and
eastern India"	social	Unknown	Santali	2	1.2121212121212122
"[7] As
a consequence of Santal uprising, the British passed the Santhal Parganas Tenancy Act ,1876 which
offered some protection for the tribals against exploitation"	customs	Unknown	Santali	2	1.2121212121212122
"Following her example a few girls
of the village have followed her footsteps which is an
achievement of their village, and for the community
on a broader perspective"	gender	Unknown	Santali	2	1.2121212121212122
"[37]
cɛt ('teach') > macɛt ('teacher')
Verbs in Santali inflect for tense, aspect and mood, voice and the person and number of the subject and sometimes of the object"	language	Unknown	Santali	2	1.2048192771084338
"Despite this gender asym-
metry, there are contexts where Santal villagers are capable of economic
initiatives, like the sponsoring of a private school in the village"	social	Unknown	Santali	2	1.2048192771084338
"These are Risley’s comments after his inclusion of an 
abbreviated version of the Santal creation myth and the traditional following history of the 
Santal migrations"	festival	Unknown	Santali	2	1.2048192771084338
"In tribal world, especially among tribal women, education has always been 
considered less concern due to excessive pressure of maintaining daily means of subsistence"	gender	Unknown	Santali	2	1.2048192771084338
"Several village members have claimed to have witnessed their 
occurrence among other village members particularly during events such as 
weddings and festival seasons"	festival	Unknown	Santali	2	1.2048192771084338
"Processes of re-defining Santal Identity – a group of researchers have discussed how Santals' religions, traditions, 
movements, and language re-define their identity"	festival	Unknown	Santali	2	1.2048192771084338
"The processes of modernization
has lead the Santal youths to learn about new food
habits, language, dress pattern, use of modern
equipments, habit of saving money etc"	gender	Unknown	Santali	2	1.2048192771084338
"Younger generation who have opportunities to engage in higher education tend to be
more accustomed with lexical influence from neighboring languages as well as English"	customs	Unknown	Santali	2	1.1976047904191618
"com/jharkhand/first-international-pl
atform-for-santhali-film-dashrath-hansdah-s-award-winning-work-to-
be-screened-at-nepal-festival-for-indigenous-movies/cid/582742)"	festival	Jharkhand	Santali	2	1.1976047904191618
"I shall talk of knowledge, rather than culture, exploring aspects of what
we call ‘indigenous knowledge’ and its relationship to tradition and to rein-
vented religion"	festival	Unknown	Santali	2	1.1976047904191618
"“The death during old age is taken good because it brings occasion of 
SUBSIDENCEOFTHESANTALCULTURE:PERSPECTIVERAJ
SHAHI 
*Corresponding Author:Rahul Kumar Dutta Pinku"	customs	Unknown	Santali	2	1.1976047904191618
"Through the Mother-tongue-based education system, consciousness about 
SUBSIDENCEOFTHESANTALCULTURE:PERSPECTIVERAJ
SHAHI 
*Corresponding Author:Rahul Kumar Dutta Pinku"	customs	Unknown	Santali	2	1.1976047904191618
"Sido of Ambajora village was the leader of the group assisting Paul Olaf Bodding with his work on 
the massive ‘Santal Dictionary’, which was his main aim at that time"	social	Unknown	Santali	2	1.1976047904191618
"There a saying in Santal “ Listening is better than writing”   Preceding this word , the intellectuals of the time 
provided a form of literature through word of mouth"	language	Unknown	Santali	2	1.1976047904191618
"Murmu also started a reform
movement aimed at redistributing knowledge in a more democratic way, calling
on the youth to teach the script and perform in village theatre"	gender	Unknown	Santali	2	1.1904761904761905
"I
have attended Santal literary festivals since the 1980s and their incidence is
increasing, as Choksi noted for the cultural events he attended in Kolkata in
2009–2011"	festival	Unknown	Santali	2	1.1904761904761905
"The Santal people here are
joining hands with the new established local
government, the Panchayati raj institutions, along with
their traditional political organisation"	festival	Unknown	Santali	2	1.1904761904761905
"In an era marked by rapid change and global transformations, the North Santal community 
faces the pressing task of preserving their rich cultural legacy (Gerharz, 2014)"	gender	Unknown	Santali	2	1.183431952662722
"The study
reveals that to a huge extent the Santal of this region
do avoid to speak in their mother tongue in group
meetings or places where other non-tribal are present"	customs	Unknown	Santali	2	1.183431952662722
"The Santals being destitute of any signs or characters of
their own, by which to express their
language in writing, we
are obliged to borrow them from some other language"	language	Unknown	Santali	2	1.1764705882352942
"In the
example of Jobradaga, we see that failure is not due to a withdrawal to traditional
values, rather that indigenous knowledge comes up against unpredictable factors"	festival	Unknown	Santali	2	1.1764705882352942
"A characteristic feature of the Santhal village is a sacred grove on the edge of the settlement 
where many spirits live and where a series of annual festivals take place"	festival	Unknown	Santali	2	1.1764705882352942
"Marriage among the Santals
The Santals are conservative in marriage and have
a unique rule of tribal endogamy to preserve and
protect their ethnic solidarity and identity"	gender	Unknown	Santali	2	1.1764705882352942
"Santali and its associated oral traditions act as both 
a bridge to the North Santal's ancestral roots and a beacon illuminating their path into the future (Chakma, 2002)"	festival	Unknown	Santali	2	1.1764705882352942
"2010 
Sociolinguistic survey 
Examines the Santali cluster in 
Bangladesh 
 
 
 
 
Vol-9 Issue-5 2023 
     
     
  
  
 
IJARIIE-ISSN(O)-2395-4396 
 
 
 
 
 
21692 
www"	language	Unknown	Santali	2	1.1764705882352942
"Santal youths of
this region are found to expend on local liquor to a
large extend which was previous absent since they
majorly consumed their home made traditional drink"	housing	Unknown	Santali	2	1.1764705882352942
"In all such cases the
changes
which
have
been made
are in
accord
with
Santal
thought and usage,
so that the tales are, notwithstanding these
alterations thoroughly Santali"	language	Unknown	Santali	2	1.1695906432748537
"But unfortunately, he could not acquire 
this knowledge from his father because of the reason is that at present, they do not 
have suitable Santali books for our learning"	language	Unknown	Santali	2	1.1695906432748537
"[15] Collection of 
Santali songs of Campbell and others were compiled together under the title “Pokharia Sereń Puṭhi” (Pokharia Song 
Book), which was published in 1883"	language	Unknown	Santali	2	1.1695906432748537
"The North Santal community continues to grapple with the vexing 
problem of land dispossession, a challenge that has significant socio-economic ramifications (Hasan, 2006)"	gender	Unknown	Santali	2	1.1695906432748537
"On 23 August 1855, the Bhagalpur Commissioner issued an
Urdu proclamation permitting the killing of Santals found in armed groups but prohibiting harm to
women and children"	gender	Unknown	Santali	2	1.1627906976744187
"9 Internet, Television, Radio Programs Have Deeply Affected Santal Culture 
SUBSIDENCEOFTHESANTALCULTURE:PERSPECTIVERAJ
SHAHI 
*Corresponding Author:Rahul Kumar Dutta Pinku"	customs	Unknown	Santali	2	1.1627906976744187
"However, with globalization allowing 
languages and their cultures to spread and dominate on a global scale, it also leads to 
the extinction of other languages and cultures"	customs	Unknown	Santali	2	1.1560693641618496
"The unfortunate thing is that some vested
interest teachers are discouraging the Santali
students to read Santali as a medium of
instructions and they are encouraging to opt"	language	Unknown	Santali	2	1.1560693641618496
"If one delves deeper into the 
significance of the Gulanj Baha 
tree, one realizes that the myth 
is as real to the community as 
the tree and the famous musical 
instrument"	gender	Unknown	Santali	2	1.1560693641618496
"And feel the need to preserve these precious resources The Santali people 
collected the stories from their ancestors and published them through various newspapers and books"	language	Unknown	Santali	2	1.1560693641618496
"[11]
Santali is spoken by over seven million people across India, Bangladesh, Bhutan, and Nepal, with
India being its native country and having the largest number of speakers"	language	Unknown	Santali	2	1.1494252873563218
"""First international platform for Santhali film - Dashrath Hansdah's
award-winning work to be screened at Nepal festival for indigenous
movies - Telegraph India"" (https://web"	festival	Unknown	Santali	2	1.1494252873563218
"[8]
Ol Chiki has its own numerals:
Hindu-Arabic numerals 0 1 2 3 4 5 6 7 8 9
Ol Chiki
᱐᱑᱒᱓᱔᱕᱖᱗᱘᱙
Other marks
Numerals
15/05/2025, 12:34
Ol Chiki script - Wikipedia
https://en"	language	Unknown	Santali	2	1.1494252873563218
"65 The movement has been influential in the Santal Parganas in Jharkhand where a curriculum
in Santali using ol’ chiki has been used at Sidhu Kanhu University since the 1960s"	gender	Jharkhand	Santali	2	1.1494252873563218
"The missionaries were mostly 
successful in introducing literacy in the Santali, even though in Bengal only 12% of the population of the 
Santal was converted into one region"	language	West Bengal	Santali	2	1.1494252873563218
"Due to the 
insufficiency of relevant literature on the Bangladeshi context, researches on various indigenous peoples from 
the neighboring country, India, are also consulted"	language	Unknown	Santali	2	1.1494252873563218
"Deployment of folklore poetics 
Concept 
Setting 
Village settings 
Point of view 
3rd person's point of view 
Characters 
Santals, non-Santals, animals, and Bonga 
(spirits)"	gender	Unknown	Santali	2	1.1494252873563218
"The construction of an alternative culture
through narrative, village theatre, and other cultural expressions had become
part of the subtle process of reinvention of tradition"	festival	Unknown	Santali	2	1.1428571428571428
"Chatterji claims Santals have two types of literature: Ancient literature, passed on through the oral tradition, and 
Modern literature, a work of modern educated Santals (32)"	festival	Unknown	Santali	2	1.1428571428571428
"Skrefsrud also started collecting material for a Santali dictionary and 
collected more than 13000 words but due to time crisis bequeathed his work to Bidding who completed it"	language	Unknown	Santali	2	1.1428571428571428
"Land 
holds a special place within the North Santal culture; it is not just a source of livelihood but an intrinsic part of their 
cultural and historical identity (Iva, 2009)"	economy	Unknown	Santali	2	1.1428571428571428
"More precisely, gossip implicitly accuses wealthy
villagers of worshipping kombro bongas (thief deities) since, for the Santals,
the wealthy always steal, thus depriving others"	social	Unknown	Santali	2	1.1363636363636365
"I will investigate how much education has been helping the youngsters of Santali 
create new cultural patterns in Santali and how much education has been helpfully analysed [9]"	language	Unknown	Santali	2	1.1363636363636365
"The small, neat
and clean mud house with dark grey shining wall and
raised plinth having a small and low door without
window are the characteristic features of the Santal
house"	housing	Unknown	Santali	2	1.1363636363636365
"They are in a
tendency to be rich and established in terms of house,
property, education and lifestyle to secure an equal
position and status like the non-tribal in the society"	housing	Unknown	Santali	2	1.1363636363636365
"'
However, there are some notable exceptions of inanimate objects that are significant ('sun', 'moon', 'star') or culturally important ('doll') are
considered animate in Santali"	language	Unknown	Santali	2	1.1299435028248588
"Today, Santal literature is a living phenomenon expressing itself in a range of literary 
expressions, drama, poetry, novels, history, folk-tales, riddles, as well as newspapers"	gender	Unknown	Santali	2	1.1299435028248588
"The rights of the indigenous Santals must be established (stated by 76% of the respondents) by the United 
Nations Draft Declaration on the Rights of Indigenous People (1993-94)"	customs	Unknown	Santali	2	1.1299435028248588
"38 To
get an impression of the situation at a higher
level, we again turn to Jharkhand since
unfortunately, in Orissa there are no University
Courses for Tribal Languages as yet"	customs	Jharkhand	Santali	2	1.1299435028248588
"Some of those researches are good, but some used Santali vocabulary wrongly in the data, so 
sometimes they give wrong information about Santals, especially in the case of names"	language	Unknown	Santali	2	1.1299435028248588
"In summary, the British colonial period brought about significant challenges and 
changes for the North Santal, shaping their history and culture in profound ways (Debnath, 2010)"	customs	Unknown	Santali	2	1.1235955056179776
"The Santal women struck colourful flowers to their hair, and over their ears but those who can afford use ornaments of 
various kinds, the special features mentions are as follows"	gender	Unknown	Santali	2	1.1173184357541899
"The dissertation suggests the following topics for future research:- 
Classification of Santal Literature - Santal folktales have not yet been divided according to literary genres"	language	Unknown	Santali	2	1.1173184357541899
"But the Santali parents, who feel the time spent at school should lead to quick results 
in terms of employment, view the concentration on the mother tongue with little 
enthusiasm"	gender	Unknown	Santali	2	1.1111111111111112
"During the last two decades, Santals, like other Adivasis, have fashioned
sacred groves (Disom Jaher) in towns, allowing migrants to worship the tribal
deities in industrial cities"	customs	Unknown	Santali	2	1.1111111111111112
"Furthermore, this scholarly endeavor also intends to probe further 
into Santal's literature and its socio-cultural impact on local communities, society, and the world's literature"	language	Unknown	Santali	2	1.1111111111111112
"This period of British colonialism left an indelible mark on the North Santal, shaping their history and culture in 
ways that continue to resonate today (Cavallaro & Rahman, 2009)"	customs	Unknown	Santali	2	1.1111111111111112
"(c) And in this context, the research finally is also 
designed to learn about the problems and constraints that the Santals usually face in 
regard to preserving their own language"	customs	Unknown	Santali	2	1.1049723756906076
"They dance holding the hands by making
two lines separately for males and females and make
special steps with the music of drums and harmonium
and usually sing accompanied by flutes"	festival	Unknown	Santali	2	1.1049723756906076
"Santali prosody exhibits iambic patterns with stress is always released in the second syllable in most
disyllabic words, excepting loan words from Hindi, Bihari, Bengali and Assamese"	language	Bihar	Santali	2	1.098901098901099
"com/jharkhan
d/first-international-platform-for-santhali-film-dashrath-hansdah-s-a
ward-winning-work-to-be-screened-at-nepal-festival-for-indigenous-
movies/cid/582742) on 2022-10-03"	festival	Unknown	Santali	2	1.098901098901099
"There are special songs 
and dances for different occasions like the 
sowing of seeds, harvesting, weddings, the 
birth of children and, even, the death of a 
member of the community"	farming	Unknown	Santali	2	1.098901098901099
"Santal girls and women are now forming Self-Help
Groups (SHG) and are running SHGs which have
enriched their skills, and have developed confidencein
them and a habit for saving money"	gender	Unknown	Santali	2	1.098901098901099
"Languages can give us an understanding of different cultures of a region; it is also a 
very significant factor for learning and understanding the history and culture of that 
society"	social	Unknown	Santali	2	1.092896174863388
"The administrators worked from a evolutionary theory of society where the tribals 
represented a low step in the development of religions, mostly animism focused on 
fertility rituals"	gender	Unknown	Santali	2	1.092896174863388
"The Santal children are forced to use Bangla in the schools; Santal people 
having no other option have to work with the mainstream people, forgetting their own traditional occupation"	festival	Unknown	Santali	2	1.092896174863388
"Nor Ato/Santal village (Photo) 
Accession No: 2007/04 
vhoto hataoic /Photo by:: Samiran Nandy 
‘Benao akan serma / Tear: 2007 
Photo babotte: Hor atore do kulhi denebanar oralc tahena"	social	Unknown	Santali	2	1.0869565217391304
"74% of respondents are very confused about the 
future of their culture, and 48% strongly thinks that the young Santals are more interested in modern culture 
rather than their own one"	customs	Unknown	Santali	2	1.0869565217391304
"Santal Pargana derives its name from two words: ""Santal"", a major inhabited tribe in the region
and Pargana, a unit of administration in Persian language used mostly by medieval rulers"	customs	Unknown	Santali	2	1.0869565217391304
"""' So they
12
SANTAL FOLK-TALES,
went to a stable, and
each
of the
thieves
helped himself to a
horse
;
but Jhore
going
behind the house,
found a large tiger
which he saddled and mounted"	housing	Unknown	Santali	2	1.0810810810810811
"82 The dedi-
cation involved the village priest (naeke) as well as the chief (manjhi) and the
elders from the different clans, who had to ritually install the stones of the
Jaher bongas"	customs	Unknown	Santali	2	1.0810810810810811
"Andersen claims that 
‘The written literature of the Santals began in the last century by the dictation of the very 
same gurus to folklorists and missionaries who published their tales"	language	Unknown	Santali	2	1.0810810810810811
"Later three more reasons are raised by the researcher and all of them are agreed by the 
SUBSIDENCEOFTHESANTALCULTURE:PERSPECTIVERAJ
SHAHI 
*Corresponding Author:Rahul Kumar Dutta Pinku"	customs	Unknown	Santali	2	1.0810810810810811
"For the North Santal, land transcends the notion of mere property; it serves as a repository of their 
history, spirituality, and social cohesion (Beausoleil-Morrison & Zmeureanu, 2013)"	customs	Unknown	Santali	2	1.0810810810810811
"As we move forward, collaboration between 
the North Santal community and various stakeholders is crucial in safeguarding their cultural and historical 
dynamics for generations to come"	gender	Unknown	Santali	2	1.0810810810810811
"org/wiki/Santali_cinema
3/8
Sondhayni (2019) – directed by Seral Murmu
Raawah (2017) – directed by Seral Murmu
Godom Hadam Cycle (2019) – directed by Mansingh Baskey
Dare oka ko seno kan"	language	Unknown	Santali	2	1.0752688172043012
"The 
Santhals, who have more than 5 million people, consider themselves to be tribal people who speak an Austro-
Asian language and have a different way of life and value than the Hindus"	customs	Unknown	Santali	2	1.0752688172043012
"But at the Santal hunt, the annual Lo Bir Sendra (the Judgement of the
Burnt Forest) took place, where the word of any villager was equal to that
of a chief of several villages ( pargana)"	gender	Unknown	Santali	2	1.06951871657754
"Tribal children have an important role to
play in their families’ economic set-up, as they
take care of siblings, graze the cattle, collect forest
products, assist in household chores etc"	gender	Unknown	Santali	2	1.06951871657754
"This language is not confined to words alone; it is deeply interwoven with their oral 
traditions, particularly storytelling and songs, which play a sacred role in Santal life (BBS, 2011)"	festival	Unknown	Santali	2	1.06951871657754
"The dances they perform, the clothes 
they wear, the festivals they celebrate, the gods they worship, the crafts they 
specialize in, the tasks they perform have been compiled in the study"	festival	Unknown	Santali	2	1.0638297872340425
"In the colonial period, tribal identities: 
The United Kingdom was established in 1770 and tribal lands and Santal's migration to clear jungles or under 
contract work were later alienated"	customs	Unknown	Santali	2	1.0638297872340425
"This 
book Horkoren Mare Hapramko Reak’ Katha – ‘The Traditions and Institutions of the Santals’ not only guides in 
customary matters of Santhal but also holds a great ethnological value6"	customs	Unknown	Santali	2	1.0638297872340425
"Of course, all cultural entities can be viewed as a building, but the idea of 
indigenousness helped them in the case of the Santals to argue their social enhancement and education 
demands"	gender	Unknown	Santali	2	1.0582010582010581
